Origin,Destination,Date,Sender's Name,Sender City,Sender State,Total Pieces,Actual Wt,Volumetric Wt,Chargeable Wt,Paperwork,Sender Date,Recipient Name,Recipient City,Receiver State,Value Added Services,Consignment No,Expiry Date,Booking Code,Receiver Name,Receive Date,Tariff,VAS Charges,Total Amount,Mode,Risk Surcharge,Mode of Payment,Nature of Consignment
Thiruvananthapuram,Meerut,12-06-2025,"Yogi, Chaudhry and Ray",Thiruvananthapuram,Kerala,4,8.4,9.09,9.09,No,12-06-2025,Priya Wable,Meerut,Uttar Pradesh,COD,DTDC81645432,12-07-2025,BR160,Priya Wable,17-06-2025,776.54,31.21,807.75,Express,Carrier,Card,Non-Dox
Jamshedpur,Dehradun,17-06-2025,Gupta-Tata,Jamshedpur,Jharkhand,5,7.63,10.23,10.23,No,17-06-2025,Upadhyay and Sons,Dehradun,Uttarakhand,COD,DTDC61324487,17-07-2025,BR028,Upadhyay and Sons,22-06-2025,916.51,41.84,958.35,Express,Carrier,Cash,Dox
Varanasi,Indore,27-06-2025,Sarma and Sons,Varanasi,Uttar Pradesh,1,7.21,8.09,8.09,Yes,27-06-2025,Banjeet Kibe,Indore,Madhya Pradesh,COD,DTDC07983724,27-07-2025,BR333,Banjeet Kibe,28-06-2025,519.15,103.24,622.39,Air Cargo,Carrier,Cash,Non-Dox
Delhi,Kochi,17-06-2025,Mallick-Krishna,Delhi,Delhi,1,9.72,10.82,10.82,Yes,17-06-2025,Pai Ltd,Kochi,Kerala,Express,DTDC69292710,17-07-2025,BR044,Pai Ltd,22-06-2025,738.9,56.85,795.75,Air Cargo,Carrier,Card,Dox
Raipur,Dehradun,27-06-2025,Yatan Johal,Raipur,Chhattisgarh,1,11.47,13.05,13.05,No,27-06-2025,Lad-Narasimhan,Dehradun,Uttarakhand,COD,DTDC28549554,27-07-2025,BR432,Lad-Narasimhan,02-07-2025,796.66,26.84,823.5,Air Cargo,Carrier,Wallet,Dox
Delhi,Vijayawada,14-06-2025,William Golla,Delhi,Delhi,3,7.49,10.18,10.18,No,14-06-2025,Ridhi Yadav,Vijayawada,Andhra Pradesh,None,DTDC11480402,14-07-2025,BR836,Ridhi Yadav,18-06-2025,438.74,0,438.74,Surface,Carrier,Cash,Non-Dox
Ahmedabad,Kolkata,11-06-2025,Rudra Dada,Ahmedabad,Gujarat,4,1.4,2.03,2.03,No,11-06-2025,Amrita Karpe,Kolkata,West Bengal,COD,DTDC55053375,11-07-2025,BR451,Amrita Karpe,16-06-2025,83.94,145.93,229.87,Surface,Carrier,Cash,Non-Dox
Shimla,Kochi,25-06-2025,Orinder Sani,Shimla,Himachal Pradesh,4,6.25,7.11,7.11,Yes,25-06-2025,Vohra-Boase,Kochi,Kerala,COD,DTDC50241684,25-07-2025,BR653,Vohra-Boase,26-06-2025,316.47,148.85,465.32,Surface,Carrier,Cash,Non-Dox
Aurangabad,Shimla,07-06-2025,Dass LLC,Aurangabad,Maharashtra,3,5.34,6.07,6.07,No,07-06-2025,Anvi Thaman,Shimla,Himachal Pradesh,COD,DTDC11447654,07-07-2025,BR111,Anvi Thaman,08-06-2025,280.57,99.87,380.44,Surface,Carrier,Cash,Non-Dox
Ahmedabad,Kochi,27-06-2025,Badami-Sood,Ahmedabad,Gujarat,2,7.61,10.45,10.45,No,27-06-2025,Wridesh Konda,Kochi,Kerala,Insurance,DTDC70035241,27-07-2025,BR462,Wridesh Konda,28-06-2025,738.08,40.26,778.34,Air Cargo,Carrier,Cash,Dox
Patna,Jaipur,24-06-2025,"Pradhan, Srinivas and Behl",Patna,Bihar,2,10.33,11.69,11.69,Yes,24-06-2025,"Naidu, Narayanan and Bains",Jaipur,Rajasthan,COD,DTDC54383016,24-07-2025,BR343,"Naidu, Narayanan and Bains",26-06-2025,964.26,78.81,1043.07,Express,Carrier,Cash,Non-Dox
Nagpur,Aurangabad,27-06-2025,Shah-Murthy,Nagpur,Maharashtra,3,6.05,7.45,7.45,Yes,27-06-2025,Osha Srinivas,Aurangabad,Maharashtra,COD,DTDC97206987,27-07-2025,BR932,Osha Srinivas,29-06-2025,316.94,145.08,462.02,Surface,Carrier,Cash,Dox
Thiruvananthapuram,Varanasi,25-06-2025,"Peri, Wason and Sawhney",Thiruvananthapuram,Kerala,5,4.64,6.61,6.61,No,25-06-2025,Gopal-Munshi,Varanasi,Uttar Pradesh,Express,DTDC58608300,25-07-2025,BR707,Gopal-Munshi,29-06-2025,315.04,78.67,393.71,Surface,Carrier,Card,Non-Dox
Thiruvananthapuram,Dehradun,17-06-2025,Maanas Karnik,Thiruvananthapuram,Kerala,1,2.36,3.66,3.66,Yes,17-06-2025,Ishanvi Natt,Dehradun,Uttarakhand,None,DTDC31771297,17-07-2025,BR287,Ishanvi Natt,22-06-2025,160.89,0,160.89,Surface,Carrier,Cash,Dox
Ahmedabad,Bhopal,14-06-2025,Korpal-Mani,Ahmedabad,Gujarat,5,10.85,13.01,13.01,Yes,14-06-2025,Harshil Deshmukh,Bhopal,Madhya Pradesh,Express,DTDC43418910,14-07-2025,BR732,Harshil Deshmukh,15-06-2025,802.76,39.37,842.13,Air Cargo,Carrier,Card,Dox
Amritsar,Shimla,12-06-2025,Balveer D’Alia,Amritsar,Punjab,4,9.8,11.3,11.3,Yes,12-06-2025,Wridesh Sinha,Shimla,Himachal Pradesh,COD,DTDC98388135,12-07-2025,BR308,Wridesh Sinha,16-06-2025,502.09,128.2,630.29,Surface,Carrier,Cash,Dox
Nagpur,Thiruvananthapuram,13-06-2025,Ratta Ltd,Nagpur,Maharashtra,1,6.06,7.19,7.19,Yes,13-06-2025,"Chokshi, Mannan and Venkatesh",Thiruvananthapuram,Kerala,COD,DTDC49462777,13-07-2025,BR045,"Chokshi, Mannan and Venkatesh",16-06-2025,563.29,73.81,637.1,Express,Carrier,Cash,Dox
Kochi,Agra,15-06-2025,Om Sule,Kochi,Kerala,3,5.39,5.81,5.81,Yes,15-06-2025,Mahal-Puri,Agra,Uttar Pradesh,Express,DTDC61262361,15-07-2025,BR457,Mahal-Puri,16-06-2025,391.81,39.79,431.6,Air Cargo,Carrier,Cash,Dox
Ahmedabad,Indore,23-06-2025,Barad PLC,Ahmedabad,Gujarat,4,1.02,2.34,2.34,No,23-06-2025,Dev Thakkar,Indore,Madhya Pradesh,COD,DTDC93360534,23-07-2025,BR251,Dev Thakkar,25-06-2025,104.12,45.06,149.18,Surface,Carrier,Cash,Dox
Nashik,Raipur,28-06-2025,Bumb Group,Nashik,Maharashtra,3,4.01,4.86,4.86,No,28-06-2025,Yahvi Sekhon,Raipur,Chhattisgarh,COD,DTDC03393409,28-07-2025,BR952,Yahvi Sekhon,30-06-2025,203.11,108.08,311.19,Surface,Carrier,Card,Dox
Chennai,Varanasi,11-06-2025,Jyoti Chauhan,Chennai,Tamil Nadu,3,8.44,10.88,10.88,Yes,11-06-2025,Udant Puri,Varanasi,Uttar Pradesh,Express,DTDC47940395,11-07-2025,BR815,Udant Puri,14-06-2025,765.78,49.42,815.2,Air Cargo,Carrier,Cash,Non-Dox
Shimla,Hyderabad,28-06-2025,Rajagopal-Bakshi,Shimla,Himachal Pradesh,4,6.78,8.74,8.74,Yes,28-06-2025,Irya Sani,Hyderabad,Telangana,None,DTDC34974711,28-07-2025,BR201,Irya Sani,02-07-2025,524.14,0,524.14,Air Cargo,Carrier,Cash,Dox
Vizag,Amritsar,03-07-2025,Devansh Mohan,Vizag,Andhra Pradesh,3,8.49,10.21,10.21,No,03-07-2025,Ati Dhar,Amritsar,Punjab,COD,DTDC66209022,02-08-2025,BR240,Ati Dhar,07-07-2025,854.05,122.27,976.32,Express,Carrier,Cash,Non-Dox
Chandigarh,Chennai,22-06-2025,Swaminathan-Mani,Chandigarh,Chandigarh,4,4.75,5.41,5.41,No,22-06-2025,Fiyaz Balasubramanian,Chennai,Tamil Nadu,Express,DTDC85464844,22-07-2025,BR032,Fiyaz Balasubramanian,26-06-2025,221.67,68.97,290.64,Surface,Carrier,Cash,Dox
Mumbai,Nashik,18-06-2025,Theodore Kaul,Mumbai,Maharashtra,4,9.74,12.56,12.56,Yes,18-06-2025,Jagat Sankaran,Nashik,Maharashtra,COD,DTDC97075743,18-07-2025,BR978,Jagat Sankaran,19-06-2025,602.94,65.05,667.99,Surface,Carrier,Card,Dox
Kolkata,Mumbai,20-06-2025,Gaurika Butala,Kolkata,West Bengal,2,6.57,8.84,8.84,No,20-06-2025,"Maharaj, Ratti and Bala",Mumbai,Maharashtra,Insurance,DTDC96258137,20-07-2025,BR598,"Maharaj, Ratti and Bala",25-06-2025,746.37,56.9,803.27,Express,Carrier,Card,Non-Dox
Lucknow,Jaipur,26-06-2025,Kant PLC,Lucknow,Uttar Pradesh,3,9.75,9.86,9.86,No,26-06-2025,Sen-Agrawal,Jaipur,Rajasthan,COD,DTDC06590408,26-07-2025,BR569,Sen-Agrawal,27-06-2025,445.95,21.96,467.91,Surface,Carrier,Card,Dox
Vijayawada,Ranchi,15-06-2025,Acharya-Som,Vijayawada,Andhra Pradesh,2,4.16,5.1,5.1,Yes,15-06-2025,Hemal Karan,Ranchi,Jharkhand,COD,DTDC99031145,15-07-2025,BR637,Hemal Karan,18-06-2025,248.08,95.91,343.99,Surface,Carrier,Card,Dox
Raipur,Nashik,03-07-2025,Gopal-Raja,Raipur,Chhattisgarh,5,4.86,5.56,5.56,No,03-07-2025,Bhavini Kulkarni,Nashik,Maharashtra,COD,DTDC30806496,02-08-2025,BR530,Bhavini Kulkarni,08-07-2025,239.4,102.85,342.25,Surface,Carrier,Card,Dox
Thiruvananthapuram,Ranchi,23-06-2025,"Grewal, Kakar and Chahal",Thiruvananthapuram,Kerala,1,9.71,11.09,11.09,Yes,23-06-2025,Dayita Walla,Ranchi,Jharkhand,None,DTDC31621374,23-07-2025,BR472,Dayita Walla,28-06-2025,479.45,0,479.45,Surface,Carrier,Cash,Dox
Ranchi,Jamshedpur,26-06-2025,Maya Badami,Ranchi,Jharkhand,1,6.53,8.49,8.49,No,26-06-2025,Aadhya Koshy,Jamshedpur,Jharkhand,COD,DTDC06681236,26-07-2025,BR891,Aadhya Koshy,27-06-2025,582.27,51.45,633.72,Air Cargo,Carrier,Wallet,Dox
Surat,Agra,07-06-2025,Damini Kapoor,Surat,Gujarat,3,11.58,12.48,12.48,No,07-06-2025,Hans LLC,Agra,Uttar Pradesh,COD,DTDC71594661,07-07-2025,BR079,Hans LLC,08-06-2025,1095.38,105.24,1200.62,Express,Carrier,Wallet,Non-Dox
Vizag,Agra,24-06-2025,"Chokshi, Varma and Dugal",Vizag,Andhra Pradesh,1,4.09,6.03,6.03,Yes,24-06-2025,Wishi Patla,Agra,Uttar Pradesh,None,DTDC26784998,24-07-2025,BR348,Wishi Patla,28-06-2025,395.81,0,395.81,Air Cargo,Carrier,Cash,Non-Dox
Vijayawada,Patna,21-06-2025,Munshi Inc,Vijayawada,Andhra Pradesh,4,5.1,5.67,5.67,No,21-06-2025,Jonathan Kulkarni,Patna,Bihar,Express,DTDC53487677,21-07-2025,BR334,Jonathan Kulkarni,26-06-2025,240.82,57.36,298.18,Surface,Carrier,Cash,Dox
Bangalore,Guwahati,24-06-2025,Adweta Pall,Bangalore,Karnataka,3,10.89,12.48,12.48,Yes,24-06-2025,Batra LLC,Guwahati,Assam,COD,DTDC30692808,24-07-2025,BR080,Batra LLC,28-06-2025,1070.27,139.96,1210.23,Express,Carrier,Card,Dox
Hyderabad,Patna,29-06-2025,Suri Ltd,Hyderabad,Telangana,1,3.78,6.07,6.07,No,29-06-2025,Samra Inc,Patna,Bihar,None,DTDC08702985,29-07-2025,BR364,Samra Inc,30-06-2025,390.68,0,390.68,Air Cargo,Carrier,Cash,Dox
Bhopal,Thiruvananthapuram,03-07-2025,"Murthy, Bala and Yogi",Bhopal,Madhya Pradesh,3,6.62,8.36,8.36,Yes,03-07-2025,"Chad, Dasgupta and Rajagopal",Thiruvananthapuram,Kerala,COD,DTDC45291291,02-08-2025,BR814,"Chad, Dasgupta and Rajagopal",08-07-2025,368.19,113.54,481.73,Surface,Carrier,Cash,Dox
Vijayawada,Hyderabad,16-06-2025,Dhawan-Dara,Vijayawada,Andhra Pradesh,4,7.42,7.54,7.54,No,16-06-2025,Qushi Wadhwa,Hyderabad,Telangana,COD,DTDC98788175,16-07-2025,BR345,Qushi Wadhwa,17-06-2025,352.28,122.98,475.26,Surface,Carrier,Cash,Dox
Bangalore,Vizag,09-06-2025,Pratyush Subramaniam,Bangalore,Karnataka,3,3.66,6.26,6.26,Yes,09-06-2025,Liam Ray,Vizag,Andhra Pradesh,COD,DTDC41908631,09-07-2025,BR509,Liam Ray,14-06-2025,274.17,50.14,324.31,Surface,Carrier,Card,Non-Dox
Lucknow,Mumbai,26-06-2025,Shroff PLC,Lucknow,Uttar Pradesh,1,6.34,9.25,9.25,No,26-06-2025,Sankar-Ganesan,Mumbai,Maharashtra,COD,DTDC17535476,26-07-2025,BR073,Sankar-Ganesan,30-06-2025,418.5,26.44,444.94,Surface,Carrier,Card,Non-Dox
Jamshedpur,Ahmedabad,13-06-2025,Harish Nagar,Jamshedpur,Jharkhand,3,1.68,3.87,3.87,No,13-06-2025,"Singhal, Kale and Sahota",Ahmedabad,Gujarat,COD,DTDC46980012,13-07-2025,BR450,"Singhal, Kale and Sahota",16-06-2025,164.04,144.42,308.46,Surface,Carrier,Cash,Non-Dox
Ahmedabad,Kochi,27-06-2025,"Dutta, Lad and Dey",Ahmedabad,Gujarat,2,4.04,4.8,4.8,Yes,27-06-2025,Jagat Thakkar,Kochi,Kerala,None,DTDC93412125,27-07-2025,BR318,Jagat Thakkar,29-06-2025,202.13,0,202.13,Surface,Carrier,Card,Non-Dox
Patna,Nagpur,03-07-2025,Bhalla and Sons,Patna,Bihar,4,9.46,10.28,10.28,No,03-07-2025,Wali and Sons,Nagpur,Maharashtra,COD,DTDC99744321,02-08-2025,BR688,Wali and Sons,07-07-2025,507.26,90.42,597.68,Surface,Carrier,Card,Non-Dox
Meerut,Chandigarh,23-06-2025,Yamini Pandya,Meerut,Uttar Pradesh,2,3.25,3.91,3.91,Yes,23-06-2025,Gole-Bhattacharyya,Chandigarh,Chandigarh,None,DTDC49274700,23-07-2025,BR482,Gole-Bhattacharyya,27-06-2025,274.21,0,274.21,Air Cargo,Carrier,Cash,Non-Dox
Guwahati,Jaipur,19-06-2025,Kala Menon,Guwahati,Assam,1,11.85,13.14,13.14,No,19-06-2025,Doctor-Minhas,Jaipur,Rajasthan,Insurance,DTDC95906560,19-07-2025,BR693,Doctor-Minhas,24-06-2025,903.93,130.52,1034.45,Air Cargo,Carrier,Cash,Dox
Ranchi,Delhi,20-06-2025,Biswas PLC,Ranchi,Jharkhand,1,11.31,12.87,12.87,Yes,20-06-2025,Pranav Sidhu,Delhi,Delhi,COD,DTDC01403466,20-07-2025,BR129,Pranav Sidhu,24-06-2025,1179.56,148.21,1327.77,Express,Carrier,Card,Non-Dox
Bhubaneswar,Raipur,12-06-2025,"Ramanathan, Manne and Gill",Bhubaneswar,Odisha,5,0.66,3.51,3.51,Yes,12-06-2025,Tanay Shan,Raipur,Chhattisgarh,COD,DTDC03213810,12-07-2025,BR153,Tanay Shan,16-06-2025,220.03,141.2,361.23,Air Cargo,Carrier,Cash,Non-Dox
Kolkata,Guwahati,01-07-2025,Jairaj Mohan,Kolkata,West Bengal,1,11,12.56,12.56,Yes,01-07-2025,Mohammed Raman,Guwahati,Assam,Insurance,DTDC55642579,31-07-2025,BR022,Mohammed Raman,06-07-2025,534.69,147.47,682.16,Surface,Carrier,Cash,Non-Dox
Ludhiana,Vijayawada,10-06-2025,Sami PLC,Ludhiana,Punjab,2,11.13,13.98,13.98,No,10-06-2025,Yohannan-Parmar,Vijayawada,Andhra Pradesh,COD,DTDC35210635,10-07-2025,BR220,Yohannan-Parmar,12-06-2025,999.15,40.59,1039.74,Air Cargo,Carrier,Card,Dox
Lucknow,Srinagar,27-06-2025,Kuruvilla-Din,Lucknow,Uttar Pradesh,3,3.89,5.29,5.29,Yes,27-06-2025,Faraj Batra,Srinagar,Jammu & Kashmir,COD,DTDC71624478,27-07-2025,BR407,Faraj Batra,30-06-2025,348.96,79.63,428.59,Air Cargo,Carrier,Card,Non-Dox
Agra,Chennai,21-06-2025,Kala-Natarajan,Agra,Uttar Pradesh,4,4.95,6.38,6.38,No,21-06-2025,Chadha-Mohan,Chennai,Tamil Nadu,COD,DTDC34499058,21-07-2025,BR438,Chadha-Mohan,25-06-2025,305.23,39.2,344.43,Surface,Carrier,Cash,Dox
Vijayawada,Bhubaneswar,02-07-2025,Ekta Borde,Vijayawada,Andhra Pradesh,3,1.99,3.84,3.84,No,02-07-2025,Abha Purohit,Bhubaneswar,Odisha,COD,DTDC63172630,01-08-2025,BR643,Abha Purohit,03-07-2025,188.54,115.97,304.51,Surface,Carrier,Card,Non-Dox
Lucknow,Nashik,25-06-2025,Yadavi Bava,Lucknow,Uttar Pradesh,2,3.37,4.27,4.27,Yes,25-06-2025,Shravya Mammen,Nashik,Maharashtra,COD,DTDC54353027,25-07-2025,BR177,Shravya Mammen,26-06-2025,210.47,80.99,291.46,Surface,Carrier,Card,Non-Dox
Indore,Jamshedpur,05-07-2025,Jyoti Hayre,Indore,Madhya Pradesh,5,10.28,11.48,11.48,No,05-07-2025,Vasudha Seth,Jamshedpur,Jharkhand,COD,DTDC44028423,04-08-2025,BR514,Vasudha Seth,08-07-2025,487.95,87.03,574.98,Surface,Carrier,Card,Non-Dox
Coimbatore,Kolkata,22-06-2025,Alexander Natarajan,Coimbatore,Tamil Nadu,1,6.7,7.09,7.09,No,22-06-2025,Anmol Nadkarni,Kolkata,West Bengal,COD,DTDC03296571,22-07-2025,BR127,Anmol Nadkarni,23-06-2025,348.12,25.11,373.23,Surface,Carrier,Wallet,Dox
Ahmedabad,Pune,22-06-2025,Kar-Bobal,Ahmedabad,Gujarat,1,10.88,11.24,11.24,Yes,22-06-2025,Deshpande-Banik,Pune,Maharashtra,None,DTDC98342750,22-07-2025,BR097,Deshpande-Banik,23-06-2025,541.58,0,541.58,Surface,Carrier,Card,Non-Dox
Lucknow,Dehradun,02-07-2025,Chawla-Sahota,Lucknow,Uttar Pradesh,3,11.6,12.37,12.37,No,02-07-2025,"Srivastava, Gokhale and Rai",Dehradun,Uttarakhand,None,DTDC97826445,01-08-2025,BR139,"Srivastava, Gokhale and Rai",04-07-2025,528.17,0,528.17,Surface,Carrier,Cash,Non-Dox
Ranchi,Nashik,02-07-2025,Kalpit Shukla,Ranchi,Jharkhand,4,5.82,6.71,6.71,Yes,02-07-2025,Jeet Sarma,Nashik,Maharashtra,COD,DTDC32224336,01-08-2025,BR931,Jeet Sarma,07-07-2025,603.26,35.5,638.76,Express,Carrier,Card,Non-Dox
Raipur,Patna,12-06-2025,Dakshesh Chandran,Raipur,Chhattisgarh,3,6.82,9.41,9.41,Yes,12-06-2025,Nikita Merchant,Patna,Bihar,None,DTDC14825832,12-07-2025,BR265,Nikita Merchant,17-06-2025,392.46,0,392.46,Surface,Carrier,Cash,Non-Dox
Ranchi,Guwahati,11-06-2025,Chanakya Malhotra,Ranchi,Jharkhand,1,1.73,3.94,3.94,No,11-06-2025,Doctor LLC,Guwahati,Assam,COD,DTDC43790212,11-07-2025,BR126,Doctor LLC,12-06-2025,245.06,84.97,330.03,Air Cargo,Carrier,Cash,Dox
Kolkata,Vijayawada,04-07-2025,Dora-Rajan,Kolkata,West Bengal,4,3.33,4.37,4.37,Yes,04-07-2025,Krish Kala,Vijayawada,Andhra Pradesh,COD,DTDC58063239,03-08-2025,BR106,Krish Kala,09-07-2025,257.9,88.61,346.51,Air Cargo,Carrier,Cash,Non-Dox
Vizag,Dehradun,08-06-2025,Anne-Banerjee,Vizag,Andhra Pradesh,2,6.45,9.41,9.41,No,08-06-2025,Kai Mann,Dehradun,Uttarakhand,None,DTDC01121517,08-07-2025,BR504,Kai Mann,13-06-2025,826.53,0,826.53,Express,Carrier,Card,Dox
Nagpur,Chandigarh,03-07-2025,Ojas Ganesh,Nagpur,Maharashtra,4,7.22,7.71,7.71,No,03-07-2025,Manne-Bobal,Chandigarh,Chandigarh,Express,DTDC90651605,02-08-2025,BR572,Manne-Bobal,04-07-2025,457.07,64.72,521.79,Air Cargo,Carrier,Cash,Dox
Patna,Ahmedabad,01-07-2025,"Ravi, Deshmukh and Mani",Patna,Bihar,3,6.71,7.72,7.72,No,01-07-2025,Chatresh Jhaveri,Ahmedabad,Gujarat,None,DTDC05259267,31-07-2025,BR764,Chatresh Jhaveri,03-07-2025,381.62,0,381.62,Surface,Carrier,Cash,Dox
Mumbai,Bangalore,02-07-2025,Mahal-Gupta,Mumbai,Maharashtra,3,2.21,3.43,3.43,Yes,02-07-2025,Yashawini Swamy,Bangalore,Karnataka,COD,DTDC98081095,01-08-2025,BR505,Yashawini Swamy,07-07-2025,226.84,27.62,254.46,Air Cargo,Carrier,Card,Dox
Agra,Dehradun,28-06-2025,Gupta-Ramaswamy,Agra,Uttar Pradesh,1,6.05,8.41,8.41,No,28-06-2025,"Grover, Das and Badal",Dehradun,Uttarakhand,COD,DTDC70100687,28-07-2025,BR646,"Grover, Das and Badal",30-06-2025,373.73,30.34,404.07,Surface,Carrier,Card,Non-Dox
Agra,Bhopal,11-06-2025,Wriddhish Memon,Agra,Uttar Pradesh,5,0.4,3.34,3.34,No,11-06-2025,Onkar Verma,Bhopal,Madhya Pradesh,COD,DTDC83237851,11-07-2025,BR422,Onkar Verma,13-06-2025,280.18,142.93,423.11,Express,Carrier,Wallet,Dox
Agra,Nashik,13-06-2025,"Saraf, Tiwari and Balan",Agra,Uttar Pradesh,1,10.52,11.51,11.51,Yes,13-06-2025,Khatri Ltd,Nashik,Maharashtra,COD,DTDC75575559,13-07-2025,BR466,Khatri Ltd,15-06-2025,500.85,100.93,601.78,Surface,Carrier,Cash,Non-Dox
Indore,Thiruvananthapuram,26-06-2025,Oommen-Konda,Indore,Madhya Pradesh,3,8.71,10.38,10.38,No,26-06-2025,Prakash-Palan,Thiruvananthapuram,Kerala,COD,DTDC60813292,26-07-2025,BR227,Prakash-Palan,29-06-2025,452.58,127.72,580.3,Surface,Carrier,Cash,Dox
Chandigarh,Ranchi,26-06-2025,Parmer-Gopal,Chandigarh,Chandigarh,1,11.77,13.75,13.75,No,26-06-2025,Madan Ltd,Ranchi,Jharkhand,COD,DTDC35023151,26-07-2025,BR900,Madan Ltd,28-06-2025,891.58,36.17,927.75,Air Cargo,Carrier,Card,Dox
Indore,Srinagar,14-06-2025,Xiti Pant,Indore,Madhya Pradesh,1,9.93,10.71,10.71,Yes,14-06-2025,Roy-Samra,Srinagar,Jammu & Kashmir,COD,DTDC38499949,14-07-2025,BR804,Roy-Samra,19-06-2025,662.01,132.82,794.83,Air Cargo,Carrier,Wallet,Dox
Raipur,Vijayawada,18-06-2025,Ekalinga Iyer,Raipur,Chhattisgarh,4,0.36,3.3,3.3,Yes,18-06-2025,"Dubey, Trivedi and Singhal",Vijayawada,Andhra Pradesh,COD,DTDC85440418,18-07-2025,BR128,"Dubey, Trivedi and Singhal",20-06-2025,160,40.44,200.44,Surface,Carrier,Cash,Non-Dox
Chennai,Coimbatore,07-06-2025,Fiyaz Kakar,Chennai,Tamil Nadu,3,10.82,12.88,12.88,Yes,07-06-2025,Hegde-Khosla,Coimbatore,Tamil Nadu,Express,DTDC74424271,07-07-2025,BR439,Hegde-Khosla,08-06-2025,532.11,28.61,560.72,Surface,Carrier,Cash,Non-Dox
Mumbai,Hyderabad,21-06-2025,Jain LLC,Mumbai,Maharashtra,2,9.65,10.48,10.48,Yes,21-06-2025,Shukla-Ram,Hyderabad,Telangana,Insurance,DTDC84234847,21-07-2025,BR481,Shukla-Ram,24-06-2025,728.42,59.9,788.32,Air Cargo,Carrier,Cash,Dox
Kolkata,Kochi,30-06-2025,Sarkar and Sons,Kolkata,West Bengal,1,0.94,2,2,No,30-06-2025,"Sha, Khanna and Ramakrishnan",Kochi,Kerala,None,DTDC06872614,30-07-2025,BR675,"Sha, Khanna and Ramakrishnan",01-07-2025,155.06,0,155.06,Express,Owner,Cash,Dox
Ludhiana,Pune,18-06-2025,Vohra LLC,Ludhiana,Punjab,3,7.86,8.96,8.96,Yes,18-06-2025,Aditya Kota,Pune,Maharashtra,COD,DTDC22871801,18-07-2025,BR987,Aditya Kota,19-06-2025,423.87,136.56,560.43,Surface,Carrier,Card,Non-Dox
Varanasi,Ahmedabad,14-06-2025,Diya Mani,Varanasi,Uttar Pradesh,5,2.82,5.75,5.75,No,14-06-2025,Tara Gour,Ahmedabad,Gujarat,COD,DTDC75484377,14-07-2025,BR029,Tara Gour,18-06-2025,456.58,84.66,541.24,Express,Carrier,Cash,Dox
Thiruvananthapuram,Chandigarh,14-06-2025,"Sangha, Verma and Saxena",Thiruvananthapuram,Kerala,3,11.52,14.51,14.51,Yes,14-06-2025,Lakshmi Char,Chandigarh,Chandigarh,COD,DTDC49244209,14-07-2025,BR415,Lakshmi Char,16-06-2025,997.75,93.97,1091.72,Air Cargo,Carrier,Cash,Non-Dox
Coimbatore,Lucknow,30-06-2025,Gaurika Majumdar,Coimbatore,Tamil Nadu,1,7.91,9.74,9.74,Yes,30-06-2025,Misra Group,Lucknow,Uttar Pradesh,COD,DTDC69510379,30-07-2025,BR709,Misra Group,03-07-2025,576.45,145.39,721.84,Air Cargo,Carrier,Cash,Non-Dox
Meerut,Lucknow,11-06-2025,Pingle-Hans,Meerut,Uttar Pradesh,5,9.52,9.85,9.85,No,11-06-2025,Geetika Dasgupta,Lucknow,Uttar Pradesh,Express,DTDC81983148,11-07-2025,BR729,Geetika Dasgupta,16-06-2025,416.6,90.43,507.03,Surface,Carrier,Cash,Dox
Thiruvananthapuram,Surat,15-06-2025,Guha LLC,Thiruvananthapuram,Kerala,5,11.72,14.38,14.38,Yes,15-06-2025,Liam Chad,Surat,Gujarat,None,DTDC78690740,15-07-2025,BR259,Liam Chad,19-06-2025,630.74,0,630.74,Surface,Carrier,Cash,Dox
Mumbai,Vizag,14-06-2025,"Gaba, Chad and Datta",Mumbai,Maharashtra,4,0.81,2.1,2.1,Yes,14-06-2025,Fiyaz Pai,Vizag,Andhra Pradesh,Insurance,DTDC39434225,14-07-2025,BR141,Fiyaz Pai,18-06-2025,85.06,104.01,189.07,Surface,Carrier,Cash,Non-Dox
Dehradun,Meerut,18-06-2025,Anita Pau,Dehradun,Uttarakhand,5,5.75,7.45,7.45,No,18-06-2025,"Basak, Krishna and Tandon",Meerut,Uttar Pradesh,COD,DTDC82191050,18-07-2025,BR137,"Basak, Krishna and Tandon",21-06-2025,502.2,47.48,549.68,Air Cargo,Carrier,Card,Non-Dox
Bhopal,Pune,24-06-2025,Cheema-Devan,Bhopal,Madhya Pradesh,1,4.69,6.72,6.72,Yes,24-06-2025,Deepa Kunda,Pune,Maharashtra,Express,DTDC90932833,24-07-2025,BR080,Deepa Kunda,27-06-2025,280.74,142.76,423.5,Surface,Carrier,Card,Non-Dox
Kolkata,Shimla,20-06-2025,Chadha-Lala,Kolkata,West Bengal,3,6.26,6.89,6.89,Yes,20-06-2025,Janani Yogi,Shimla,Himachal Pradesh,COD,DTDC30051915,20-07-2025,BR208,Janani Yogi,24-06-2025,323.9,121.17,445.07,Surface,Carrier,Card,Dox
Shimla,Kochi,06-06-2025,Balay Group,Shimla,Himachal Pradesh,4,3.04,3.26,3.26,Yes,06-06-2025,Harsh Manne,Kochi,Kerala,Insurance,DTDC14975660,06-07-2025,BR292,Harsh Manne,08-06-2025,159.23,43.98,203.21,Surface,Carrier,Cash,Non-Dox
